query,preprocessed_query,retrieved_docs,scores
Chị Lan được chẩn_đoán mắc bệnh thiếu máu . Chị hỏi bác_sĩ căn_bệnh này có triệu_chứng cụ_thể gì không để chị có_thể phòng_ngừa về sau_này ? Ngoài các biểu_hiện chung có ở cả nam_giới và nữ_giới thì nữ_giới có biểu_hiện nào khác_biệt ?,chị lan được chẩn_đoán mắc bệnh thiếu máu chị hỏi bác_sĩ căn_bệnh này có triệu_chứng cụ_thể gì không để chị có_thể phòng_ngừa về sau_này ngoài các biểu_hiện chung có ở cả nam_giới và nữ_giới thì nữ_giới có biểu_hiện nào khác_biệt,['hỏi chào bác_sĩ em mới đi xét_nghiệm máu về thì kết_quả là bị sán chó em thấy ghi trong tờ giấy là positive 2195 cho em hỏi là mắc sán chó kết_quả positive 2195 có nguy_hiểm không và nên điều_trị thế_nào vì em không có triệu_chứng nổi mẩn hay gì hết ạ cảm_ơn ạ câu hỏi ẩn_danh trả_lời chào bạn kết_quả của bạn ghi không rõ_ràng về phương_pháp và mục_đích của chẩn_đoán tuy_nhiên để khẳng_định bạn có nhiễm sán chó hay không bạn cần đến cơ_sở y_tế để khám và làm thêm các xét_nghiệm khác tổng phân_tích tế_bào máu ngoại_vi để xem có sự gia_tăng bạch_cầu ái toan không siêu_âm chụp ct mri để phát_hiện khối_u nang là biểu_hiện của bệnh ở các cơ_quan như gan lách và tiến_hành sinh_thiết khối_u nếu có khi cần_thiết để phân_biệt các bệnh khác cảm_ơn bạn đã tin_tưởng và chia_sẻ câu hỏi “ mắc sán chó kết_quả positive 2195 có nguy_hiểm không ” rất mong có_thể được gặp bạn tại vinmec để có những tư_vấn cụ_thể hơn chúc bạn mạnh_khoẻ'],[0.9988285303115845]
"Nếu là phụ_nữ , căn_bệnh thiếu máu có_thể làm cho kinh_nguyệt bị rối_loạn . Ngoài việc ảnh_hưởng đến kinh_nguyệt , căn_bệnh này còn gây ra những ảnh_hưởng nào khác ?",nếu là phụ_nữ căn_bệnh thiếu máu có_thể làm cho kinh_nguyệt bị rối_loạn ngoài việc ảnh_hưởng đến kinh_nguyệt căn_bệnh này còn gây ra những ảnh_hưởng nào khác,['bệnh lupus ban đỏ hệ_thống là bệnh_lý thuộc hệ_thống miễn_dịch các triệu_chứng của căn_bệnh này gây cho người_bệnh không ít phiền_toái ảnh_hưởng đến cuộc_sống hàng ngày và cũng có_thể gây ra những biến_chứng nguy_hiểm cho bệnh_nhân'],[0.9992019534111023]
"Bệnh quai_bị gây ra do virus quai_bị thuộc nhóm Paramyxovirus . Người_bệnh thường có khả_năng lây_nhiễm cao nhất từ mấy ngày trước khi các triệu_chứng xuất_hiện , hoặc mấy ngày sau khi triệu_chứng kết_thúc ?",bệnh quai_bị gây ra do virus quai_bị thuộc nhóm paramyxovirus người_bệnh thường có khả_năng lây_nhiễm cao nhất từ mấy ngày trước khi các triệu_chứng xuất_hiện hoặc mấy ngày sau khi triệu_chứng kết_thúc,['nguyên_nhân bệnh bệnh quai_bị bệnh quai_bị gây ra do virus quai_bị thuộc nhóm paramyxovirus người_bệnh thường có khả_năng lây_nhiễm cao nhất từ hai ngày trước khi các triệu_chứng xuất_hiện hoặc sáu ngày sau khi các triệu_chứng kết_thúc'],[0.9998162388801575]
"Chị Thanh , đến bệnh_viện với triệu_chứng của bệnh quai_bị . Chị trải qua giai_đoạn ban_đầu của bệnh với sốt , đau họng , và sưng tuyến nước_bọt . Ban_đầu , các triệu_chứng của chị được quản_lý và điều_trị tại nhà , nhưng sau đó phát_triển một biến_chứng nghiêm_trọng biểu_hiện như sau : sốt , đau thượng_vị kèm nôn , rối_loạn ý_thức , co_giật . Biến_chứng nào sau đây chị có_thể mắc phải ?",chị thanh đến bệnh_viện với triệu_chứng của bệnh quai_bị chị trải qua giai_đoạn ban_đầu của bệnh với sốt đau họng và sưng tuyến nước_bọt ban_đầu các triệu_chứng của chị được quản_lý và điều_trị tại nhà nhưng sau đó phát_triển một biến_chứng nghiêm_trọng biểu_hiện như sau sốt đau thượng_vị kèm nôn rối_loạn ý_thức co_giật biến_chứng nào sau đây chị có_thể mắc phải,['triệu_chứng bệnh sán_lá gan các triệu_chứng thường gặp của bệnh sán_lá gan bao_gồm đau bụng vùng gan thường là đau âm_ỉ lan ra phía sau lưng hoặc sang bên trái tới đến vùng thượng_vị đôi_khi bệnh_nhân chỉ cảm_thấy khó_chịu đầy bụng kèm buồn_nôn rối_loạn tiêu_hoá sốt có_thể sốt cao kèm rét run hoặc chỉ thoáng qua rồi hết chóng_mặt vã mồ_hôi da tái_xanh do thiếu máu hoặc vàng da nổi mề_đay gan sưng to hoặc xơ_gan có_thể sờ thấy được trên lâm_sàng tuỳ theo mức_độ nặng của bệnh có_thể có dịch trong ổ_bụng mệt_mỏi biếng ăn sụt cân hầu_hết những người nhiễm sán_lá gan không biểu_hiện triệu_chứng lâm_sàng hoặc triệu_chứng không đặc_trưng nên người bệnh thường bỏ_qua và không biết cho đến khi có các biến_chứng xuất_hiện vì_vậy khi có bất_cứ triệu_chứng nghi_ngờ gì người_bệnh nên đến khám tại các cơ_sở y_tế'],[0.9993441700935364]
"Qua bị là bệnh truyền_nhiễm cấp_tính do virus , với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt . Ai là đối_tượng thường_xuyên nhiễm quai_bị ?",qua bị là bệnh truyền_nhiễm cấp_tính do virus với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt ai là đối_tượng thường_xuyên nhiễm quai_bị,['bệnh_bạch_cầu đơn nhân là một bệnh nhiễm virus chủ_yếu lây_truyền qua việc tiếp_xúc với nước_bọt của người_bệnh đây không phải là một căn_bệnh quá nghiêm_trọng và hầu_hết những người mắc bệnh sẽ tạo được kháng_thể miễn_dịch với bệnh suốt đời'],[0.9988852143287659]
"Qua bị là bệnh truyền_nhiễm cấp_tính do virus , với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt . Bệnh quai_bị gây ra do virus quai_bị thuộc nhóm Paramyxovirus . Nếu không phát_hiện và chữa_trị kịp_thời , có_thể dẫn đến biến_chứng nào sau đây ?",qua bị là bệnh truyền_nhiễm cấp_tính do virus với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt bệnh quai_bị gây ra do virus quai_bị thuộc nhóm paramyxovirus nếu không phát_hiện và chữa_trị kịp_thời có_thể dẫn đến biến_chứng nào sau đây,['nguyên_nhân bệnh bệnh quai_bị bệnh quai_bị gây ra do virus quai_bị thuộc nhóm paramyxovirus người_bệnh thường có khả_năng lây_nhiễm cao nhất từ hai ngày trước khi các triệu_chứng xuất_hiện hoặc sáu ngày sau khi các triệu_chứng kết_thúc'],[0.9994522929191589]
"Bạn Hoa , là một sinh_viên đại_học , sống trong kí_túc_xá . Hoa mắc bệnh quai_bị và đã trải qua các triệu_chứng như sốt , viêm tuỵ và mệt_mỏi . Hoa có_thể bị lây bệnh từ những_ai trong cuộc_sống hằng ngày ?",bạn hoa là một sinh_viên đại_học sống trong kí_túc_xá hoa mắc bệnh quai_bị và đã trải qua các triệu_chứng như sốt viêm tuỵ và mệt_mỏi hoa có_thể bị lây bệnh từ những_ai trong cuộc_sống hằng ngày,['viêm mũi dị_ứng là một trong những tình_trạng phổ_biến ở nước ta đặc_biệt là các thời_điểm giao mùa đây là tình_trạng mũi bị kích_thích và viêm không phải do vi_khuẩn hay virus gây ra mà do những tác_nhân từ môi_trường như lông động_vật phấn hoa khói bụi vậy viêm mũi dị_ứng có di_truyền không và có lây không'],[0.998799741268158]
"Qua bị là bệnh truyền_nhiễm cấp_tính do virus , với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt . Bệnh quai_bị lây_truyền qua đường nào là chủ_yếu ?",qua bị là bệnh truyền_nhiễm cấp_tính do virus với biểu_hiện đặc_trưng là sưng đau tuyến nước_bọt bệnh quai_bị lây_truyền qua đường nào là chủ_yếu,['sốt_rét là bệnh truyền_nhiễm gây ra do ký_sinh_trùng sốt_rét plasmodium chủ_yếu lây_truyền qua trung_gian loài muỗi anopheles với các triệu_chứng đặc_trưng như sốt theo chu_kỳ ớn lạnh vã mồ_hôi thiếu máu tán huyết và lách to'],[0.999198853969574]
"Theo thông_tin được biết , bệnh quai_bị lây theo đường hô_hấp và thường dễ lây nhất vào 2 ngày trước khi xuất_hiện triệu_chứng hay 6 ngày sau khi các triệu_chứng biến mất . Khi người lành hít phải các bụi nước trong hơi thở , người_bệnh quai_bị , sẽ ra sao ?",theo thông_tin được biết bệnh quai_bị lây theo đường hô_hấp và thường dễ lây nhất vào 2 ngày trước khi xuất_hiện triệu_chứng hay 6 ngày sau khi các triệu_chứng biến mất khi người lành hít phải các bụi nước trong hơi thở người_bệnh quai_bị sẽ ra sao,['nguyên_nhân bệnh bệnh quai_bị bệnh quai_bị gây ra do virus quai_bị thuộc nhóm paramyxovirus người_bệnh thường có khả_năng lây_nhiễm cao nhất từ hai ngày trước khi các triệu_chứng xuất_hiện hoặc sáu ngày sau khi các triệu_chứng kết_thúc'],[0.9993290305137634]
"Bệnh_nhân An , một nam 35 tuổi , là một nhân_viên hàng_không thường_xuyên tiếp_xúc với đa_dạng các hành_khách từ nhiều quốc_gia khác nhau . Anh ta đến gặp bác_sĩ với lo_ngại về nguy_cơ mắc bệnh sốt phát_ban do tiếp_xúc với nhiều người từ các nơi khác nhau . Đối_tượng nào sau đây ít có nguy_cơ mắc bệnh sốt phát_ban ?",bệnh_nhân an một nam 35 tuổi là một nhân_viên hàng_không thường_xuyên tiếp_xúc với đa_dạng các hành_khách từ nhiều quốc_gia khác nhau anh ta đến gặp bác_sĩ với lo_ngại về nguy_cơ mắc bệnh sốt phát_ban do tiếp_xúc với nhiều người từ các nơi khác nhau đối_tượng nào sau đây ít có nguy_cơ mắc bệnh sốt phát_ban,['5 các đối_tượng dễ mắc bệnh sacoit cả nam và nữ_giới đều có nguy_cơ mắc căn_bệnh này tuy_nhiên nữ_giới thường có tần_suất bị mắc nhiều hơn so với nam đối_tượng dễ bị bệnh nằm trong độ tuổi từ 1040 tuổi thậm_chí còn lên đến 65 tuổi những người có nguy_cơ mắc bệnh là những người có hệ_miễn_dịch yếu bẩm_sinh mắc các bệnh liên_quan đến rối_loạn tự miễn người trong gia_đình có tiền_sử mắc sacoit người sống làm_việc trong môi_trường bị ô_nhiễm thiếu nước_sạch'],[0.9991773366928101]
"Bệnh_nhân Ánh , một phụ_nữ 28 tuổi , đến bác_sĩ với lo_lắng về nguy_cơ mắc bệnh sốt phát_ban do sắp đến mùa đông . Cô ấy muốn hiểu rõ hơn về đối_tượng có nguy_cơ mắc bệnh này . Đối_tượng nào dưới đây có nguy_cơ cao mắc bệnh sốt phát_ban ?",bệnh_nhân ánh một phụ_nữ 28 tuổi đến bác_sĩ với lo_lắng về nguy_cơ mắc bệnh sốt phát_ban do sắp đến mùa đông cô ấy muốn hiểu rõ hơn về đối_tượng có nguy_cơ mắc bệnh này đối_tượng nào dưới đây có nguy_cơ cao mắc bệnh sốt phát_ban,['đối_tượng nguy_cơ bệnh sốt siêu_vi nguyên_nhân của sốt siêu_vi là do virus nên tất_cả mọi người đều có nguy_cơ mắc phải bệnh tuy_nhiên sốt siêu_vi ở trẻ_em là phổ_biến hơn cả vì đây là nhóm đối_tượng có sức đề_kháng chưa tốt và chậm thích_nghi với điều_kiện thời_tiết giao mùa mang nhiều nguy_cơ mắc bệnh'],[0.9994453191757202]
"Bệnh sốt phát_ban là bệnh truyền_nhiễm , rất dễ lây_truyền trong cộng_đồng . Trẻ nhỏ lại càng dễ có nguy_cơ mắc bệnh và lây_lan bệnh hơn rất nhiều , vì sao lại như_thể ?",bệnh sốt phát_ban là bệnh truyền_nhiễm rất dễ lây_truyền trong cộng_đồng trẻ nhỏ lại càng dễ có nguy_cơ mắc bệnh và lây_lan bệnh hơn rất nhiều vì sao lại như_thể,['tổng_quan bệnh bệnh sởi sởi là gì sởi là loại bệnh truyền_nhiễm cấp_tính do virus gây ra có_thể gặp ở nhiều đối_tượng đặc_biệt là trẻ_em sởi rất dễ lây_lan và bùng_phát thành ổ dịch mặc_dù phần_lớn trẻ mắc bệnh đều có_thể hồi_phục sau một thời_gian nhưng ở những trẻ có sức đề_kháng kém như trẻ nhũ nhi thì bệnh có_thể diễn_tiến nặng và gây ra biến_chứng về sau'],[0.9989795684814453]
"Bệnh sốt phát_ban , thường phổ_biến ở trẻ_em và có độ lây_lan cho từng độ tuổi . Ở độ tuổi nào thì hiếm gặp bệnh sốt phát_ban ?",bệnh sốt phát_ban thường phổ_biến ở trẻ_em và có độ lây_lan cho từng độ tuổi ở độ tuổi nào thì hiếm gặp bệnh sốt phát_ban,['đối_tượng nguy_cơ bệnh bệnh quai_bị đối_tượng hay mắc quai_bị nhất là trẻ_em từ 3 tuổi trở lên chính là độ tuổi_trẻ bắt_đầu đi học mẫu_giáo và tăng nguy_cơ mắc phải từ cộng_đồng trong đó hay gặp nhất_là độ tuổi từ 59 tuổi và thanh_niên bệnh gặp ở nam nhiều hơn nữ người có hệ_thống miễn_dịch yếu'],[0.9985468983650208]
"Chị_Bích có con gái năm nay 4 tuổi , ở khu chung_cư chị ở hiện có rất nhiều trẻ_em bị mắc bệnh sốt phát_ban . Chị được sốt phát_ban rất phổ_biến ở trẻ_em . Vậy trẻ_em trong độ tuổi nào dễ mắc bệnh nhất ?",chị_bích có con gái năm nay 4 tuổi ở khu chung_cư chị ở hiện có rất nhiều trẻ_em bị mắc bệnh sốt phát_ban chị được sốt phát_ban rất phổ_biến ở trẻ_em vậy trẻ_em trong độ tuổi nào dễ mắc bệnh nhất,['3 các yếu_tố làm gia_tăng nguy_cơ mắc bệnh sốt tinh hồng nhiệt trẻ_em đang sống trong các khu tập_thể đông_đúc như nhà_trẻ trường_học trẻ_em trên 2 tuổi trẻ_em thường_xuyên tiếp_xúc với người bị nhiễm_khuẩn da người bị viêm họng'],[0.9989544153213501]
"Trẻ_em là đối_tượng nguy_cơ cao của bệnh sốt phát_ban , còn có nguy_hiểm cao , trong khi đó ở người_lớn thì sốt phát_ban không nguy_hiểm như_vậy . Tại_sao bệnh sốt phát_ban ở người_lớn không đáng quan_ngại ?",trẻ_em là đối_tượng nguy_cơ cao của bệnh sốt phát_ban còn có nguy_hiểm cao trong khi đó ở người_lớn thì sốt phát_ban không nguy_hiểm như_vậy tại_sao bệnh sốt phát_ban ở người_lớn không đáng quan_ngại,['các biện_pháp điều_trị bệnh sốt phát_ban nếu các triệu_chứng không nặng thì sốt phát_ban có_thể tự khỏi mà không cần điều_trị tuy_nhiên cần chú_ý nếu có một_số biểu_hiện sau cần đưa trẻ đến bệnh_viện để điều_trị trẻ sốt không kiểm_soát được nhiệt_độ dù đã dùng thuốc hạ sốt'],[0.9991062879562378]
"Một gia_đình có một đứa trẻ mắc bệnh sởi , khi các triệu_chứng của bệnh bắt_đầu xuất_hiện , đứa trẻ có_thể cảm_thấy sốt , ho , sổ_mũi , và có nổi ban , nổi mứng . Đứa trẻ này có_thể mắc bệnh sởi từ đâu ?",một gia_đình có một đứa trẻ mắc bệnh sởi khi các triệu_chứng của bệnh bắt_đầu xuất_hiện đứa trẻ có_thể cảm_thấy sốt ho sổ_mũi và có nổi ban nổi mứng đứa trẻ này có_thể mắc bệnh sởi từ đâu,['tổng_quan bệnh bệnh sởi sởi là gì sởi là loại bệnh truyền_nhiễm cấp_tính do virus gây ra có_thể gặp ở nhiều đối_tượng đặc_biệt là trẻ_em sởi rất dễ lây_lan và bùng_phát thành ổ dịch mặc_dù phần_lớn trẻ mắc bệnh đều có_thể hồi_phục sau một thời_gian nhưng ở những trẻ có sức đề_kháng kém như trẻ nhũ nhi thì bệnh có_thể diễn_tiến nặng và gây ra biến_chứng về sau'],[0.9988315105438232]
"Sởi là loại bệnh truyền_nhiễm cấp_tính do virus gây ra , có_thể gặp ở nhiều đối_tượng , đặc_biệt là trẻ_em . Sởi rất dễ lây_lan và bùng_phát thành ổ dịch . Điều nào có_thể chứng_minh rằng bệnh sởi là bệnh dễ lây ?",sởi là loại bệnh truyền_nhiễm cấp_tính do virus gây ra có_thể gặp ở nhiều đối_tượng đặc_biệt là trẻ_em sởi rất dễ lây_lan và bùng_phát thành ổ dịch điều nào có_thể chứng_minh rằng bệnh sởi là bệnh dễ lây,['sởi là bệnh truyền_nhiễm cấp_tính do virus gây bệnh phổ_biến ở trẻ_em bệnh sởi lây chủ_yếu qua đường hô_hấp có quan_niệm cho rằng khi sởi chưa mọc bệnh_nhân nên nấu nước lá diếp_cá và riềng để uống vậy rau_diếp cá trị bệnh sởi có thật không'],[0.9994888305664062]
"Bé Nam được gia_đình đưa đến bệnh_viện thăm_khám với các triệu_chứng triệu_chứng như sốt , ho , nước_mắt chảy , và phát_ban . Nam được chẩn_đoán mắc bệnh sởi sau khi bác_sĩ tiến_hành kiểm_tra triệu_chứng và lấy mẫu máu để xác_định . Trước đó , Nam có_thể là những đối_tượng nguy_cơ cao mắc bệnh sởi nào sau đây ?",bé nam được gia_đình đưa đến bệnh_viện thăm_khám với các triệu_chứng triệu_chứng như sốt ho nước_mắt chảy và phát_ban nam được chẩn_đoán mắc bệnh sởi sau khi bác_sĩ tiến_hành kiểm_tra triệu_chứng và lấy mẫu máu để xác_định trước đó nam có_thể là những đối_tượng nguy_cơ cao mắc bệnh sởi nào sau đây,['các biện_pháp chẩn_đoán bệnh bệnh rubella bệnh sởi rubella được chẩn_đoán chủ_yếu dựa vào lâm_sàng với các biểu_hiện đau_đầu mệt_mỏi khó_chịu sốt nhẹ chán ăn sau đó biểu_hiện phát_ban dạng sởi sưng hạch bạch_huyết ở sau tai chẩm và sau cổ các xét_nghiệm có_thể chẩn_đoán xác_định bệnh gồm có elisa hoặc phân_lập được virus rubella'],[0.9991937875747681]
Bệnh sởi là một bệnh truyền_nhiễm cấp_tính do virus gây ra . Đây là một trong những bệnh lây_lan nhanh và có_thể gây thành dịch . Đối_tượng nào có nguy_cơ cao mắc phải bệnh sởi ?,bệnh sởi là một bệnh truyền_nhiễm cấp_tính do virus gây ra đây là một trong những bệnh lây_lan nhanh và có_thể gây thành dịch đối_tượng nào có nguy_cơ cao mắc phải bệnh sởi,['sởi là bệnh truyền_nhiễm cấp_tính do virus gây bệnh phổ_biến ở trẻ_em bệnh sởi lây chủ_yếu qua đường hô_hấp có quan_niệm cho rằng khi sởi chưa mọc bệnh_nhân nên nấu nước lá diếp_cá và riềng để uống vậy rau_diếp cá trị bệnh sởi có thật không'],[0.9990881681442261]
"Bệnh sởi lây_truyền qua đường hô_hấp , khi người lành hít phải dịch tiết mũi họng của người_bệnh khi người_bệnh nói_chuyện , ho , hắt_hơi , xì mũi , khạc đờm . Những người bị thiếu_hụt loại vitamin nào trong chế_độ ăn hằng ngày nếu mắc bệnh sởi rất dễ diễn_tiến nặng cũng như gặp những biến_chứng nguy_hiểm của bệnh ?",bệnh sởi lây_truyền qua đường hô_hấp khi người lành hít phải dịch tiết mũi họng của người_bệnh khi người_bệnh nói_chuyện ho hắt_hơi xì mũi khạc đờm những người bị thiếu_hụt loại vitamin nào trong chế_độ ăn hằng ngày nếu mắc bệnh sởi rất dễ diễn_tiến nặng cũng như gặp những biến_chứng nguy_hiểm của bệnh,['đường lây_truyền bệnh bệnh sởi bệnh sởi rất dễ lây với các đặc_điểm lây như sởi lây_lan từ người_bệnh sang người lành chủ_yếu do dịch tiết mũi họng của người nhiễm sởi thoát ra không_khí khi ho hắt_hơi và người lành hít phải những giọt không_khí chứa virus đó bệnh sởi có_thể lây_nhiễm trước và sau vài ngày xuất_hiện triệu_chứng của bệnh'],[0.9994567632675171]
"Chị An được chẩn_đoán_thống kinh nguyên_phát , chị lo_sợ bệnh của mình sẽ lây cho mẹ và em_gái . Vậy bệnh_thống kinh lây qua đường gì ?",chị an được chẩn_đoán_thống kinh nguyên_phát chị lo_sợ bệnh của mình sẽ lây cho mẹ và em_gái vậy bệnh_thống kinh lây qua đường gì,['trong giai_đoạn thai kỳ nếu thai_phụ không may mắc bệnh lây qua đường tình_dục khi mang thai thì không_chỉ nguy_hiểm cho người mẹ mà_còn có_thể gây ảnh_hưởng tới sự phát_triển của thai_nhi'],[0.998297929763794]
"Đái rắt ( tiểu rắt ) là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau , đây là chứng_bệnh thường gặp ở nhiều người . Tiểu rắt là tình_trạng không_thể kiểm_soát được quá_trình đi_tiểu . Những dấu_hiệu cho thấy bệnh đã chuyển nặng là gì ?",đái rắt tiểu rắt là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau đây là chứng_bệnh thường gặp ở nhiều người tiểu rắt là tình_trạng không_thể kiểm_soát được quá_trình đi_tiểu những dấu_hiệu cho thấy bệnh đã chuyển nặng là gì,['viêm bàng_quang là một bệnh khá thường gặp gây nên do vi_khuẩn phát_triển trong bàng_quang với các triệu_chứng như tiểu buốt tiểu rắt tiểu có máu chế_độ ăn_uống phù_hợp rất cần_thiết để giúp người_bệnh cải_thiện triệu_chứng và giảm nguy_cơ tăng nặng'],[0.999267041683197]
"Đái rắt ( tiểu rắt ) là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau . Gần đây chị Phương có biểu_hiện lạ , chị cảm_thấy không khoẻ , chị quyết_định đi thăm_khám tại bác_sĩ và được chẩn_đoán mắc bệnh đái rắt , những dấu_hiệu nào chị có_thể đã gặp phải trong lúc mắc bệnh ?",đái rắt tiểu rắt là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau gần đây chị phương có biểu_hiện lạ chị cảm_thấy không khoẻ chị quyết_định đi thăm_khám tại bác_sĩ và được chẩn_đoán mắc bệnh đái rắt những dấu_hiệu nào chị có_thể đã gặp phải trong lúc mắc bệnh,['tiểu rắt là một vấn_đề tiết_niệu phổ_biến có_thể gặp ở mọi đối_tượng tuy_nhiên so với nam_giới giới nữ có tần_suất bị tiểu rắt cao hơn vì nhiều lý_do khác nhau tiểu rắt ở nữ_giới tuy không nguy_hiểm nhưng lại ảnh_hưởng rất nhiều đến cuộc_sống của phái_đẹp'],[0.9990890026092529]
"Đái rắt ( tiểu rắt ) là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau . Đây là chứng_bệnh thường gặp ở nhiều người . Bệnh tiểu rắt có các dấu_hiệu , biểu_hiện bệnh như_thế_nào ?",đái rắt tiểu rắt là một_triệu chứng có_thể gặp trong rất nhiều bệnh_lý khác nhau đây là chứng_bệnh thường gặp ở nhiều người bệnh tiểu rắt có các dấu_hiệu biểu_hiện bệnh như_thế_nào,['viêm bàng_quang là một bệnh khá thường gặp gây nên do vi_khuẩn phát_triển trong bàng_quang với các triệu_chứng như tiểu buốt tiểu rắt tiểu có máu chế_độ ăn_uống phù_hợp rất cần_thiết để giúp người_bệnh cải_thiện triệu_chứng và giảm nguy_cơ tăng nặng'],[0.9991058707237244]
Bệnh trào ngược axit dạ_dày gây kích_ứng niêm_mạc thực_quản người_bệnh với nguyên_nhân là do sự trào ngược axit . Ở mức_độ trào ngược nào thì căn_bệnh vẫn chưa quá nghiêm_trọng ?,bệnh trào ngược axit dạ_dày gây kích_ứng niêm_mạc thực_quản người_bệnh với nguyên_nhân là do sự trào ngược axit ở mức_độ trào ngược nào thì căn_bệnh vẫn chưa quá nghiêm_trọng,['trào ngược dạ_dày thực_quản gerd là gì viêm thực_quản là tình_trạng viêm lớp niêm_mạc lót bên trong lòng thực_quản đoạn ống tiêu_hoá nối từ họng đến dạ_dày có chức_năng đưa thức_ăn vào cơ_thể bệnh có_thể do trào ngược axit nhiễm_trùng phản_ứng phụ của một_số sản_phẩm thuốc hoặc dị_ứng thực_phẩm khiến cho người_bệnh khó nuốt đau tức phần ngực'],[0.998975932598114]
Bệnh trào ngược dạ_dày thực_quản chủ_yếu là do dung_dịch axit gây kích úng niêm_mạc thực_quản . Đâu là cách giảm sự khó_chịu của căn_bệnh khi bệnh_nhân có sức chịu_đựng cao ?,bệnh trào ngược dạ_dày thực_quản chủ_yếu là do dung_dịch axit gây kích úng niêm_mạc thực_quản đâu là cách giảm sự khó_chịu của căn_bệnh khi bệnh_nhân có sức chịu_đựng cao,['trào ngược dạ_dày thực_quản gerd là gì viêm thực_quản là tình_trạng viêm lớp niêm_mạc lót bên trong lòng thực_quản đoạn ống tiêu_hoá nối từ họng đến dạ_dày có chức_năng đưa thức_ăn vào cơ_thể bệnh có_thể do trào ngược axit nhiễm_trùng phản_ứng phụ của một_số sản_phẩm thuốc hoặc dị_ứng thực_phẩm khiến cho người_bệnh khó nuốt đau tức phần ngực'],[0.999147891998291]
Bệnh trào ngược dạ_dày thực_quản do sự trào ngược dịch axit từ trong dạ_dày mà thành . Trong trường_hợp người_bệnh có sức kiểm_soát yếu hơn thì cần có các biện_pháp nào để điều_trị ?,bệnh trào ngược dạ_dày thực_quản do sự trào ngược dịch axit từ trong dạ_dày mà thành trong trường_hợp người_bệnh có sức kiểm_soát yếu hơn thì cần có các biện_pháp nào để điều_trị,['cơ_chế bệnh trào ngược dạ_dày thực_quản bệnh trào ngược dạ_dày thực_quản xảy ra khi dịch axit trong dạ_dày thường_xuyên chảy ngược vào ống thông giữa miệng và dạ_dày được gọi là thực_quản dung_dịch axit này có_thể gây kích_ứng niêm_mạc thực_quản của người_bệnh'],[0.9991773962974548]
"Bệnh_nhân Bích , một phụ_nữ 35 tuổi , đến bác_sĩ với các triệu_chứng của việc gặp khó_khăn khi điều_tiết phân , sự khó_chịu hoặc đau khi ngồi , và có_thể thấy máu trong phân . Cô ấy muốn hiểu rõ hơn về bệnh trĩ . Bệnh trĩ là gì ?",bệnh_nhân bích một phụ_nữ 35 tuổi đến bác_sĩ với các triệu_chứng của việc gặp khó_khăn khi điều_tiết phân sự khó_chịu hoặc đau khi ngồi và có_thể thấy máu trong phân cô ấy muốn hiểu rõ hơn về bệnh trĩ bệnh trĩ là gì,['3 triệu_chứng của bệnh trĩ dưới đây là 4 triệu_chứng thường gặp nhất của bệnh trĩ bao_gồm đi_ngoài ra máu thường là máu đỏ tươi nhỏ_giọt đay là triệu_chứng đặc_trưng của trĩ nội có cảm_giác nặng tức ở hậu_môn và hoặc mót rặn đau rát hậu_môn cảm_giác này có_thể chỉ xuất_hiện cao_điểm trong và sau khi đi vệ_sinh hoặc có_thể âm_ỉ suốt cả ngày đặc_biệt là khi ngồi ảnh_hưởng không nhỏ đến sinh_hoạt thường_ngày của người_bệnh đi_ngoài thấy búi trĩ sa ra ngoài hậu_môn trĩ sa độ 1 2 thường ít gây phiền_hà hơn nhưng từ độ 3 trở đi khiến người_bệnh cảm_thấy khó_chịu khi đi_đứng và làm_việc nặng trong khi đó trĩ sa độ 4 khiến bệnh_nhân vô_cùng bất_tiện trong các hoạt_động hằng ngày các triệu_chứng của bệnh trĩ kể trên đều xuất_hiện vào giai_đoạn sớm của bệnh trĩ nhưng cũng rất dễ bị nhầm_lẫn với các bệnh khác ở hậu_môn khi phát_hiện ra các triệu_chứng trên bệnh_nhân không nên chủ_quan tự mua thuốc điều_trị mà nên đến ngay các cơ_sở y_tế uy_tín để được khám và chẩn_đoán bệnh kịp_thời'],[0.9986389875411987]
